date,category,published_date,site_name,url,title,summary,content,region,score_ag,keywords,reward_x,rl_score,lgbm_score,reward_y,score_ag_norm,lgbm_score_norm,final_score,strategic_score,lgbm_component,is_top20
2026-04-03,Distribution,2026-03-31 19:35:00,Naver News,https://www.mt.co.kr/industry/2026/03/31/2026033117295233476,"E4A, 사업자 전용 온라인몰 오픈.. B2B 시장 공략 - 머니투데이",기능성 스포츠 영양 전문 기업 'E4A(이포에이)'가 약국·병원·피트니스 시설 사업자를 위한 전용 공식 온라인몰을 오픈했다고 31일 밝혔다. 도매 거래 및 대량 주문 구조를 기반으로 △헬스장 △스포츠 센터 △약국 △병원 등으로 유통 파트너를 확대한다는 전략이다.,기능성 스포츠 영양 전문 기업 'E4A(이포에이)'가 약국·병원·피트니스 시설 사업자를 위한 전용 공식 온라인몰을 오픈했다고 31일 밝혔다. 도매 거래 및 대량 주문 구조를 기반으로 △헬스장 △스포츠 센터 △약국 △병원 등으로 유통 파트너를 확대한다는 전략이다.,local,10,바로팜,,,0.8195222467579859,,1.0,0.8195222467579859,12.041993436383542,17.0,8.736655727305902,True
2026-04-03,Client,2026-04-02 18:46:00,Naver News,https://new.dailypharm.com/user/news/337146?REFERER=NP,[데일리팜]파드셉·키트루다 1차 병용 약평위 통과...단독요법은 제외,항체약물접합체 파드셉주(엔포투맙베도틴)가 전이성 요로상피암 환자 1차 치료에서 키트루다(펨브롤리주맙)와의 병용요법을 인정받았다. 또 암젠의 백혈병 치료제 블린사이토(블리나투모맙)도 급여 범위 확대에 청신호가 들어왔다. 2일 건강보험심사평가원은 제4차 약제급여평가위원회를 열고 신약과 위험분담제 급여 적정성을 논의했다. 이날 약평위에서는 한국아스텔라스제약의 파드셉….,항체약물접합체 파드셉주(엔포투맙베도틴)가 전이성 요로상피암 환자 1차 치료에서 키트루다(펨브롤리주맙)와의 병용요법을 인정받았다. 또 암젠의 백혈병 치료제 블린사이토(블리나투모맙)도 급여 범위 확대에 청신호가 들어왔다. 2일 건강보험심사평가원은 제4차 약제급여평가위원회를 열고 신약과 위험분담제 급여 적정성을 논의했다. 이날 약평위에서는 한국아스텔라스제약의 파드셉…,local,10,베링거인겔하임,,,0.854433521580568,,1.0,0.854433521580568,10.988620790638386,14.0,8.981034651063975,True
2026-04-03,Distribution,2026-04-03 06:02:00,Naver News,https://www.dailypharm.com/user/news/337130?REFERER=NP,"[데일리팜]지오영, 현금성자산 1년 새 7배↑…실적 개선으로 곳간 회복",국내 의약품 유통 1위 기업 지오영이 최대주주 변경 이후 실적 개선을 바탕으로 현금 곳간을 다시 채웠다. 지난 2024년 최대주주 변경 과정에서 크게 줄었던 현금성자산은 1년 만에 7배 이상 늘어나며 1000억원대를 회복했다. 매출과 영업이익 모두 역대 최고 기록을 세우며 영업활동 현금흐름이 크게 개선된 결과로 풀이된다. 외형 성장 속 수익성 개선…영업이익률 2%대 복구 3일 금융감….,국내 의약품 유통 1위 기업 지오영이 최대주주 변경 이후 실적 개선을 바탕으로 현금 곳간을 다시 채웠다. 지난 2024년 최대주주 변경 과정에서 크게 줄었던 현금성자산은 1년 만에 7배 이상 늘어나며 1000억원대를 회복했다. 매출과 영업이익 모두 역대 최고 기록을 세우며 영업활동 현금흐름이 크게 개선된 결과로 풀이된다. 외형 성장 속 수익성 개선…영업이익률 2%대 복구 3일 금융감…,local,10,지오영,,,0.7352806802513205,,1.0,0.7352806802513205,10.888178857055546,15.0,8.146964761759243,True
2026-04-03,Client,2026-04-02 18:18:00,Naver News,http://www.medisobizanews.com/news/articleView.html?idxno=136742,요로상피암 ‘파드셉’ㆍ뇌졸중 ‘메탈라제’ 급여 첫 관문 통과,"한국베링거인겔하임의 급성 허혈성 뇌졸중 치료제 '메탈라제주사'(테넥테플라제)와 한국아스텔라스제약의 요로상피암 치료제 '파드셉주'(엔포투맙베도틴)가 보험급여 첫 관문을 무사히 넘어섰다. 또 제일약품의 과민성 방광의 배뇨 절박감, 빈뇨 및 절박성 요실금 증상의 치료제 '베오바정'(비베그론)도 조건부로 통과했다.건강보험심사평가원(원장 강중구)은 올해 제4차 약제급여평가위원회에서 심의한 결과를 2일 공개했다.이날 약평위는 메디팁의 활동성의 중증 육아종증 다발혈관염(GPA), 현미경적 다발혈관염(MPA) 성인 환자 치료제로 심사에 올라온 '.","한국베링거인겔하임의 급성 허혈성 뇌졸중 치료제 '메탈라제주사'(테넥테플라제)와 한국아스텔라스제약의 요로상피암 치료제 '파드셉주'(엔포투맙베도틴)가 보험급여 첫 관문을 무사히 넘어섰다. 또 제일약품의 과민성 방광의 배뇨 절박감, 빈뇨 및 절박성 요실금 증상의 치료제 '베오바정'(비베그론)도 조건부로 통과했다.건강보험심사평가원(원장 강중구)은 올해 제4차 약제급여평가위원회에서 심의한 결과를 2일 공개했다.이날 약평위는 메디팁의 활동성의 중증 육아종증 다발혈관염(GPA), 현미경적 다발혈관염(MPA) 성인 환자 치료제로 심사에 올라온 '",local,10,아스텔라스,,,0.8174285237409377,,1.0,0.8174285237409377,10.833199799711938,14.0,8.721999666186562,True
2026-04-03,BD,2026-04-03 08:12:00,Naver News,https://www.smarttoday.co.kr/ko-kr/articles/106113,"아이티켐, 감사의견 비적정설..시가총액 2700억 상장 1년차 새내기인데...","아이티켐은 SK바이오텍과 의약품 중간체 위탁 생산 계약을 체결, 일라이 릴리의 월 1회 투여 비만약 개발 수혜주로 관심이 컸다. 아이티켐은 자체 실적 집계 결과 지난해 연결 기준 803억원 매출에 52억원의 영업손실과... ","아이티켐은 SK바이오텍과 의약품 중간체 위탁 생산 계약을 체결, 일라이 릴리의 월 1회 투여 비만약 개발 수혜주로 관심이 컸다. 아이티켐은 자체 실적 집계 결과 지난해 연결 기준 803억원 매출에 52억원의 영업손실과... ",local,10,릴리,,,0.8100426306148518,,1.0,0.8100426306148518,10.802179048582378,14.0,8.670298414303963,True
2026-04-03,Client,2026-04-03 06:06:00,Naver News,https://www.medipana.com/news/articleView.html?idxno=409215,"빅파마와의 파트너링 성패, '과학·글로벌·핏·신뢰'에 달렸다 - 메디파나뉴스","글로벌 빅파마와의 파트너링은 K-제약바이오 기술을 보다 업그레이드 하고, 글로벌 시장 진출까지 이어질 수 있는 좋은 기회가 된다.","[메디파나뉴스 = 조해진 기자] 글로벌 빅파마와의 파트너링은 K-제약바이오 기술을 보다 업그레이드 하고, 글로벌 시장 진출까지 이어질 수 있는 좋은 기회가 된다.",local,10,베링거인겔하임,,,0.7942793349225475,,1.0,0.7942793349225475,10.7359732066747,14.0,8.559955344457833,True
2026-04-03,Client,2026-04-03 00:32:00,Naver News,https://www.chosun.com/economy/science/2026/04/03/IB5CJRXWP5EZJOBZXUEPGQQNME/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,"FDA, 일라이릴리의 ‘먹는 비만약’도 승인","업계에선 그러나 릴리의 ‘마운자로’가 이후 주사형 GLP-1 치료제에서 점유율을 높이면서 노보를 앞질렀고, 이번 먹는 비만약도 복용 편의성 면에서 릴리가 더 경쟁력을 갖췄다고 평가받는 점에서 먹는 비만약 시장... ","업계에선 그러나 릴리의 ‘마운자로’가 이후 주사형 GLP-1 치료제에서 점유율을 높이면서 노보를 앞질렀고, 이번 먹는 비만약도 복용 편의성 면에서 릴리가 더 경쟁력을 갖췄다고 평가받는 점에서 먹는 비만약 시장... ",local,10,마운자로,,,0.851175498225228,,1.0,0.851175498225228,10.574937092545957,13.0,8.958228487576594,False
2026-04-03,BD,2026-04-03 10:50:00,Naver News,https://www.bosa.co.kr/news/articleView.html?idxno=3002330,[일간보사 36주년 특집] 종근당 ‘디지털 제약기업 도약’ 꿈꾼다 - 의학신문,종근당이 IT 기술 기반 융복합 진료모델을 앞세워 디지털 헬스케어 시장 공략에 나서고 있다.종근당(대표 김영주)은 지난해 슬립테크 기업 에이.,[의학신문·일간보사] 종근당이 IT 기술 기반 융복합 진료모델을 앞세워 디지털 헬스케어 시장 공략에 나서고 있다.종근당(대표 김영주)은 지난해 슬립테크 기업 에이,local,10,공동판매,,,0.8179867961426902,,1.0,0.8179867961426902,10.435544543799299,13.0,8.725907572998832,True
2026-04-03,BD,2026-04-03 10:12:00,Naver News,https://www.bloter.net/news/articleView.html?idxno=658551,'정부 vs 27개 제약사' 360억 손배소로 이어진 '백신 담합',"자본시장 사건파일 백신 입찰에서 담합해 과징금을 부과받은 업체들을 상대로 정부가 제기한 360억원 규모의 손해배상 청구 소송이 비로소 시작됐다. 관련 행정소송에서 과징금 처분이 잇따라 인정됐지만, 형사 재판에서는 무죄가 확정돼 이에 대한 양측의 입장은 정면으로 충돌했다.","자본시장 사건파일 백신 입찰에서 담합해 과징금을 부과받은 업체들을 상대로 정부가 제기한 360억원 규모의 손해배상 청구 소송이 비로소 시작됐다. 관련 행정소송에서 과징금 처분이 잇따라 인정됐지만, 형사 재판에서는 무죄가 확정돼 이에 대한 양측의 입장은 정면으로 충돌했다. 3일 법조계에",local,10,공동판매,,,0.8172300715981828,,1.0,0.8172300715981828,10.432366300712369,13.0,8.72061050118728,True
2026-04-03,Distribution,2026-04-03 10:28:00,Naver News,https://www.womentimes.co.kr/news/articleView.html?idxno=101852,"아로셀, 콜라겐 함량 80배 높인 신제품 마스크팩 출시 - 우먼타임스",에프아이씨씨(FICC)의 바이오 뷰티 브랜드 아로셀(Arocell)이 신제품 ‘슈퍼콜라겐 마스크 2.0 ECM Active’를 오는 11일 CJ온스타일 TV ‘최.,에프아이씨씨(FICC)의 바이오 뷰티 브랜드 아로셀(Arocell)이 신제품 ‘슈퍼콜라겐 마스크 2.0 ECM Active’를 오는 11일 CJ온스타일 TV ‘최,local,10,CJ,,,0.7382465915086213,,1.0,0.7382465915086213,10.100635684336208,13.0,8.167726140560347,True
